,Name,Mathches_played,Goals,Assist,Yellow_cards,Yellow_to_red,Red_cards,Minutes_played
4307,Fabricio Coloccini,45,1,1,9,1,0,3.514'
4308,Wesley Sonck,33,13,4,1,0,0,2.342'
4309,Fabio Bazzani,33,13,1,4,0,0,2.925'
4310,Mikel Arteta,6,1,0,1,0,0,540'
4311,Salif Diao,7,0,1,1,0,0,458'
4312,Elano,12,5,0,2,0,0,633'
4313,Mateja Kezman,43,38,6,7,0,1,3.547'
4314,Hélder Postiga,24,2,0,2,0,0,1.129'
4315,Tomas Ujfalusi,33,0,0,5,0,0,2.960'
4316,James Milner,38,5,1,4,0,0,3.100'
4317,Barry Ferguson,18,2,1,5,0,0,1.480'
4318,Simone Perrotta,31,1,0,11,0,0,2.728'
4319,Diego,9,4,0,2,0,0,628'
4320,Matteo Ferrari,41,1,0,9,0,0,3.637'
4321,Philippe Mexès,45,4,0,5,0,0,4.047'
4322,Fabrizio Miccoli,38,10,3,2,0,0,2.056'
4323,Michael Dawson,31,1,0,8,0,0,2.732'
4324,Eric Djemba Djemba,22,2,3,1,0,0,1.162'
4325,Mido,34,9,7,8,0,0,2.430'
4326,Bernardo Romeo,33,15,1,4,0,0,2.213'
4327,Michael Duberry,20,3,0,2,0,0,1.800'
4328,Mbulelo Mabizela,7,1,0,2,0,0,162'
4329,Ibrahima Bakayoko,29,5,0,3,0,1,1.746'
4330,Martin Djetou,30,0,0,3,0,0,2.152'
4331,Mark Viduka,31,12,0,2,2,0,2.623'
4332,Giampaolo Pazzini,40,9,0,2,0,0,2.186'
4333,Maxi López,7,1,0,4,0,0,509'
4334,Giorgio Chiellini,42,4,0,10,1,0,3.431'
4335,Jesper Grönkjaer,48,3,3,7,0,0,2.690'
4336,Massimo Maccarone,29,7,0,2,0,0,1.640'
4337,Vágner Love,12,9,0,3,0,0,1.026'
4338,Luciano Figueroa,2,0,0,0,0,0,29'
4339,Juliano Belletti,43,3,2,14,0,0,3.404'
4340,Ricardo Quaresma,28,1,2,4,1,0,1.324'
4341,Eduardo Costa,37,2,0,7,0,2,3.186'
4342,Mido,34,9,7,8,0,0,2.430'
4343,Dean Ashton,46,20,0,2,0,0,3.999'
4344,Angelos Charisteas,32,7,6,0,0,0,1.302'
4345,Thomas Gravesen,36,2,1,6,0,0,3.075'
4346,Gaetano D'Agostino,26,1,1,2,0,0,1.306'
4347,Catanha,27,2,0,5,0,0,783'
4348,Jamie Redknapp,17,1,0,6,0,0,1.275'
4349,Juninho Paulista,38,9,1,3,0,0,2.849'
4350,Fernando Baiano,25,11,3,3,0,0,1.312'
4351,Nilmar,1,0,0,1,0,0,88'
4352,Francisco Lima,60,0,0,7,0,1,5.025'
4353,Dario Dainelli,34,0,0,2,0,1,3.060'
4354,Edú,21,5,1,1,0,0,1.511'
4355,Thomas Buffel,38,16,7,3,0,0,3.312'
4356,Andy Cole,37,11,3,3,0,1,2.840'
4357,Stephen Makinwa,39,7,0,1,0,0,2.963'
4358,Joel Huiqui,None,None,None,None,None,None,None
4359,Gerard Piqué,None,None,None,None,None,None,None
4360,Fabián Carini,32,1,0,0,0,29,2.880'
4361,Sean Davis,29,6,0,5,0,0,2.452'
4362,Miroslav Klose,29,12,3,4,0,0,2.413'
4363,Benoît Pedretti,44,2,11,9,0,0,3.923'
4364,Sylvain Armand,47,3,0,6,0,1,4.212'
4365,Simone Barone,39,3,0,8,0,0,3.352'
4366,Mohamed Kallon,7,0,0,1,0,0,270'
4367,Peter Luccin,35,6,1,5,1,1,2.994'
4368,Franck Ribéry,3,1,1,0,0,0,181'
4369,Jádson,None,None,None,None,None,None,None
4370,Manuel Almunia,24,0,2,0,0,28,2.160'
4371,Rodrigo,16,1,0,8,0,0,1.440'
4372,Robbie Savage,33,3,0,12,0,0,2.854'
4373,Niko Kranjcar,7,2,0,1,0,0,627'
4374,Stephen Hughes,3,0,0,1,0,0,270'
4375,Candido Costa,35,1,1,1,0,1,2.105'
4376,Egor Titov,4,0,3,0,0,0,315'
4377,Simone Inzaghi,33,10,0,10,0,0,1.472'
4378,Argel Fucks,26,1,0,4,0,0,2.051'
4379,Pablo Cavallero,38,0,2,0,0,61,3.396'
4380,Argel Fucks,26,1,0,4,0,0,2.051'
4381,Marco Donadel,31,0,1,6,0,1,2.293'
4382,Robbie Stockdale,27,1,0,1,0,0,2.083'
4383,Nicola Legrottaglie,31,2,1,2,0,0,2.663'
4384,César Carignano,None,None,None,None,None,None,None
4385,Thimothée Atouba,35,2,4,5,0,0,3.009'
4386,Robin van Persie,31,6,6,2,0,0,1.695'
4387,Robert Earnshaw,49,26,2,2,0,0,4.047'
4388,Juanfran,27,2,1,12,0,0,2.238'
4389,Paulo Wanchope,26,6,1,1,0,0,1.326'
4390,Nicolás Medina,None,None,None,None,None,None,None
4391,Michael Duberry,20,3,0,2,0,0,1.800'
4392,Sebastián Saja,5,0,0,0,0,9,450'
4393,Nemanja Vidic‎,16,4,0,4,1,0,1.400'
4394,Benjamin Lauth,30,11,1,3,0,1,2.361'
4395,Michael Carrick,39,1,0,1,0,0,3.461'
4396,Marcelo Bordon,32,4,4,6,1,0,2.815'
4397,Alex,7,3,0,1,0,0,610'
4398,Mikel Arteta,6,1,0,1,0,0,540'
4399,Ricardo Oliveira,29,9,2,0,0,0,1.611'
4400,Clemente Rodríguez,22,1,0,2,0,0,2.010'
4401,Emanuele Calaiò,44,21,0,6,0,0,3.433'
4402,Robert,None,None,None,None,None,None,None
4403,Radoslav Kovac,39,3,1,7,1,0,3.334'
4404,Sonny Anderson,53,19,2,1,0,0,3.421'
4405,Juan Pablo Sorín,29,3,6,4,0,0,2.538'
4406,Olivier Bernard,51,1,6,7,0,0,4.625'
4407,Cesare Bovo,19,2,0,5,0,0,1.710'
4408,Igor Tudor,26,3,0,2,0,1,1.764'
4409,Jacob Lekgetho,18,0,0,8,1,0,1.442'
4410,Celestine Babayaro,14,1,2,0,0,0,1.087'
4411,Patrick Müller,50,1,0,3,0,1,3.915'
4412,Vincent Candela,20,0,0,1,0,0,1.400'
4413,Marco Delvecchio,24,6,0,2,0,0,1.001'
4414,Francis Jeffers,23,2,0,2,0,1,807'
4415,Daniel Van Buyten,35,3,0,6,0,1,3.127'
4416,Sotiris Kyrgiakos,10,1,0,3,0,0,719'
4417,David Unsworth,31,3,0,4,0,0,2.468'
4418,Aloisio Chulapa,12,2,2,4,0,0,861'
4419,Martin Albrechtsen,8,1,0,1,0,0,750'
4420,Nicky Butt,34,2,0,2,0,0,1.989'
4421,Richard Núñez,42,24,15,2,0,0,3.674'
4422,Vampeta,None,None,None,None,None,None,None
4423,Paul Freier,29,1,6,5,0,0,2.312'
4424,Ariza Makukula,18,8,0,6,0,0,1.475'
4425,John Carew,29,8,2,2,0,1,1.538'
4426,Cícero,None,None,None,None,None,None,None
4427,Dennis Rommedahl,26,4,9,0,0,0,1.770'
4428,Ariza Makukula,18,8,0,6,0,0,1.475'
4429,Jefferson Farfán,4,3,0,0,0,0,317'
4430,Mariano González,None,None,None,None,None,None,None
4431,Luís Fabiano,12,8,1,2,0,0,1.080'
4432,Cris,8,1,0,2,0,0,720'
4433,Dudu Cearense,14,2,0,3,1,0,1.146'
4434,Luís Loureiro,28,4,1,10,1,0,2.084'
4435,Frechaut,17,1,0,4,0,0,1.277'
4436,Hanno Balitsch,29,1,0,5,0,0,1.705'
4437,Mohamed Zidan,None,None,None,None,None,None,None
4438,Filip Daems,39,5,8,4,0,0,3.374'
4439,Ruslan Pimenov,18,4,1,1,0,0,575'
4440,Ricardo Sousa,33,14,0,12,0,0,2.743'
4441,Giovane Elber,44,17,5,5,0,0,3.346'
4442,Johan Vonlanthen,26,4,1,0,0,0,610'
4443,Ronald Waterreus,48,0,1,0,0,42,4.320'
4444,Henri Camara,32,7,0,2,0,0,2.752'
4445,Kasey Keller,45,0,0,0,0,64,4.110'
4446,Ernesto Farías,None,None,None,None,None,None,None
4447,Kiki Musampa,26,2,0,4,0,0,1.278'
4448,Daniel Andersson,25,1,0,3,0,0,1.975'
4449,Tote,18,4,0,1,0,0,850'
4450,Leandrão,15,2,0,5,0,0,850'
4451,Aleksandr Khatskevich,7,0,0,1,0,0,276'
4452,Jesper Grönkjaer,48,3,3,7,0,0,2.690'
4453,Martin Jiranek,42,0,0,3,0,0,3.263'
4454,Luis Amaranto Perea,10,0,0,3,0,0,930'
4455,Danny Murphy,42,8,4,2,0,0,2.653'
4456,Diego Forlán,31,8,5,2,0,0,1.548'
4457,Cristian Silvestri,17,0,0,3,0,0,1.445'
4458,Mattia Graffiedi,41,8,0,6,0,0,2.498'
4459,Nigel Quashie,25,1,0,7,0,0,1.897'
4460,Danny,29,1,0,7,0,1,2.298'
4461,Juan Carlos Menseguez,30,0,2,4,0,0,1.975'
4462,Paul Robinson,39,1,1,0,1,86,3.569'
4463,Ibrahim Toraman,33,2,1,6,1,1,2.848'
4464,Habib Bamogo,41,17,2,5,0,0,3.390'
4465,Jelle Van Damme,11,0,0,0,0,0,354'
4466,Éric Carrière,38,2,3,0,0,0,2.002'
4467,Georgios Seitaridis,35,0,0,8,1,0,2.901'
4468,Maicon,5,2,0,0,0,0,450'
4469,Batista,25,1,0,3,0,0,1.764'
4470,Julio Cáceres,2,0,0,0,0,0,180'
4471,Tomas Hübschman,35,0,0,7,0,0,3.150'
4472,Pedro Mendes,40,0,4,7,0,0,2.675'
4473,Pablo Ibáñez,35,0,0,5,0,0,3.087'
4474,Peter Crouch,33,8,2,4,1,0,1.861'
4475,Florin Bratu,31,8,3,2,0,0,1.994'
4476,Tomasz Radzinski,38,8,1,2,0,0,2.751'
4477,Josemi,37,0,0,10,0,0,3.256'
4478,Ilan,None,None,None,None,None,None,None
4479,Stephen Carr,39,1,0,10,1,0,3.498'
4480,Fabrice Fiorèse,41,8,10,7,0,0,3.530'
4481,Vedran Runje,24,0,1,0,0,27,2.160'
4482,Amdy Fayé,31,0,0,6,0,0,2.566'
4483,Leandro Romagnoli,3,0,1,0,0,0,244'
4484,Warley,10,1,0,1,0,0,375'
4485,Hakan Yakin,19,4,7,1,0,0,1.091'
4486,Alex Nyarko,14,0,0,1,0,0,885'
4487,Michael Mols,8,1,1,1,0,0,604'
4488,Mauricio Taricco,37,1,0,8,0,0,2.970'
4489,Jörg Böhme,14,1,8,3,0,0,939'
4490,Alin Stoica,15,0,0,1,0,0,665'
4491,Paolo Vanoli,7,0,0,0,0,0,302'
4492,Ruslan Nigmatullin,3,0,0,0,0,1,224'
4493,Alessandro Potenza,14,0,0,0,0,0,772'
4494,Ayman Abdelaziz,27,1,1,5,1,0,2.278'
4495,James Scowcroft,39,5,1,3,0,1,3.214'
4496,Jermaine Pennant,36,2,0,5,0,0,2.965'
4497,César Prates,38,6,3,3,0,0,2.967'
4498,Christian,1,0,0,0,0,0,90'
4499,Jorginho Paulista,None,None,None,None,None,None,None
4500,David Beckham,52,11,11,7,0,0,4.097'
4501,Ronaldinho,37,12,10,3,0,1,2.759'
4502,Hernán Crespo,30,16,4,2,0,0,2.197'
4503,Damien Duff,31,11,1,3,0,0,2.622'
4504,Adriano,32,17,0,0,0,0,2.490'
4505,Juan Sebastián Verón,42,6,8,6,0,0,3.156'
4506,Sébastien Frey,39,0,1,0,0,46,3.540'
4507,Claude Makélélé,42,0,0,8,0,0,3.618'
4508,José Antonio Reyes,34,8,1,12,1,0,2.785'
4509,Roy Makaay,51,38,4,0,0,0,4.321'
4510,Adrian Mutu,38,22,3,6,1,0,3.246'
4511,Cristiano Ronaldo,31,5,6,1,0,0,1.391'
4512,Cristian Chivu,42,6,1,7,1,2,3.505'
4513,Louis Saha,26,7,0,1,0,0,1.775'
4514,Gabriel Milito,None,None,None,None,None,None,None
4515,Evanilson,35,0,6,6,0,0,2.899'
4516,Scott Parker,29,4,0,10,0,0,2.529'
4517,Michael Essien,31,6,0,11,1,0,2.699'
4518,Pauleta,48,30,4,7,0,0,4.106'
4519,Wayne Bridge,40,1,1,6,0,0,3.590'
4520,Jermain Defoe,42,11,1,5,0,0,3.202'
4521,Harry Kewell,37,15,3,4,0,0,3.242'
4522,Njitap Geremi,34,7,1,2,0,0,3.058'
4523,Reinaldo,None,None,None,None,None,None,None
4524,Joe Cole,40,5,0,9,0,0,3.592'
4525,Barry Ferguson,2,0,0,1,0,0,210'
4526,Julio Cruz,35,11,0,4,0,0,2.973'
4527,Hélder Postiga,45,18,9,2,1,0,2.831'
4528,José Mari,31,6,1,13,0,1,2.400'
4529,Ousmane Dabo,34,4,0,4,0,0,2.786'
4530,David Dunn,35,8,2,2,0,0,2.678'
4531,Kléberson,None,None,None,None,None,None,None
4532,Kaká,None,None,None,None,None,None,None
4533,Glen Johnson,24,0,0,2,0,1,1.898'
4534,Stephen Appiah,32,7,0,5,0,0,2.754'
4535,Danko Lazovic,6,3,0,1,0,0,522'
4536,Sérgio Conceição,33,1,2,4,0,1,2.063'
4537,Ricardo Quaresma,37,5,8,8,0,1,2.706'
4538,Rubén Olivera,7,0,0,2,0,0,412'
4539,Joseph Yobo,26,0,0,0,0,1,2.062'
4540,Luca Toni,16,2,0,2,0,0,1.200'
4541,Wesley Sonck,40,30,4,10,0,0,3.493'
4542,Mido,34,14,6,4,1,1,1.961'
4543,Didier Drogba,38,20,3,6,0,0,2.705'
4544,Branko Boskovic,4,1,0,1,0,0,360'
4545,Luciano Zauri,35,0,0,9,1,0,3.117'
4546,Anthony Réveillère,46,2,2,7,0,0,3.929'
4547,Aleksey Smertin,44,2,0,10,0,0,3.600'
4548,Jerko Leko,10,1,0,2,0,0,516'
4549,Frédéric Kanouté,17,5,1,2,0,0,1.148'
4550,Steve Finnan,38,0,0,8,0,0,3.420'
4551,Rafael Márquez,33,1,0,6,1,0,2.875'
4552,Martín Demichelis,9,1,0,2,0,0,810'
4553,Ivica Olic,14,10,1,1,0,0,1.234'
4554,Ariel Ibagaza,35,2,2,7,0,0,2.905'
4555,Albert Riera,38,4,1,5,0,0,2.966'
4556,Ilhan Mansiz,28,9,4,11,0,1,2.168'
4557,Ciprian Marica,None,None,None,None,None,None,None
4558,Kevin Phillips,33,7,0,3,0,0,2.838'
4559,Yakubu Aiyegbeni,36,22,4,5,0,1,2.790'
4560,Zvonimir Vukic,7,1,0,4,0,0,634'
4561,Eric Djemba Djemba,31,1,0,10,1,0,2.478'
4562,Deivid,None,None,None,None,None,None,None
4563,Emiliano Bonazzoli,34,12,2,5,0,0,2.562'
4564,Andrija Delibasic,5,2,0,0,0,0,283'
4565,Dmitri Sychev,21,5,0,6,0,0,1.136'
4566,Malcolm Christie,37,12,1,3,1,0,2.973'
4567,Amauri,22,4,0,3,0,1,1.301'
4568,Franco Semioli,34,3,0,0,0,0,2.022'
4569,Giovane Elber,48,31,11,5,0,0,4.018'
4570,Daniel Carvalho,None,None,None,None,None,None,None
4571,Bonaventure Kalou,42,12,11,4,0,0,2.945'
4572,Florent Malouda,41,12,2,4,1,0,3.560'
4573,Roberto Nanni,None,None,None,None,None,None,None
4574,Chun-soo Lee,5,1,1,0,0,0,414'
4575,Dejan Stanković,38,6,1,7,0,1,3.256'
4576,Igor Duljaj,7,0,0,1,1,0,675'
4577,Dudu Cearense,None,None,None,None,None,None,None
4578,Trevor Sinclair,41,9,0,2,0,0,3.495'
4579,Claudio Reyna,11,0,0,1,0,0,928'
4580,Kim Källström,6,1,0,0,0,0,540'
4581,Luciano Figueroa,None,None,None,None,None,None,None
4582,Steven Reid,21,6,0,4,0,0,1.824'
4583,Philippe Senderos,24,3,0,5,0,0,1.939'
4584,Benni McCarthy,19,5,0,2,0,1,525'
4585,Zdenek Grygera,37,1,2,7,0,0,3.317'
4586,Jens Lehmann,36,0,2,2,0,32,3.206'
4587,Gaizka Mendieta,49,6,6,7,0,0,3.457'
4588,Júlio Baptista,None,None,None,None,None,None,None
4589,Collins John,17,2,0,0,0,0,594'
4590,Gabriel Tamas,1,0,0,0,0,0,70'
4591,Ognjen Koroman,23,7,9,5,0,0,1.742'
4592,Marco Amelia,37,0,1,0,0,42,3.330'
4593,Gavin McCann,33,1,0,10,0,0,2.767'
4594,Danijel Ljuboja,38,9,0,7,0,0,2.909'
4595,Tim Howard,13,0,0,0,0,18,1.170'
4596,Jordi Hoogstrate,18,1,1,3,0,0,1.105'
4597,Emmanuel Adebayor,40,15,0,4,1,0,3.078'
4598,Roberto Muzzi,29,5,0,0,0,0,2.458'
4599,Liedson,10,6,0,3,0,0,871'
4600,Cesc Fàbregas,None,None,None,None,None,None,None
4601,Ernesto Farías,None,None,None,None,None,None,None
4602,Kiki Musampa,51,9,1,5,0,0,4.344'
4603,Jérémie Bréchet,42,0,0,9,0,0,3.522'
4604,Marco Streller,20,9,1,2,0,0,1.411'
4605,Brett Emerton,45,3,9,4,0,0,4.006'
4606,Thomas Sörensen,23,0,0,0,0,40,2.023'
4607,Carl Cort,3,0,1,0,0,0,129'
4608,Modeste M'Bami,36,0,0,10,1,0,3.102'
4609,David Bellion,12,1,0,0,0,0,674'
4610,Vedin Music,31,3,0,0,0,0,2.082'
4611,Simon Jentzsch,37,0,4,0,0,62,3.390'
4612,Mauricio Pinilla,None,None,None,None,None,None,None
4613,David James,42,0,0,0,0,69,3.810'
4614,Sebastián Battaglia,12,0,1,1,0,0,845'
4615,Míchel,30,1,0,0,0,0,2.466'
4616,Andrea Gasbarroni,25,2,0,2,1,1,1.509'
4617,Wálter Gaitán,None,None,None,None,None,None,None
4618,Thomas Christiansen,36,22,4,2,0,0,2.642'
4619,Ianis Zicu,None,None,None,None,None,None,None
4620,Kily González,19,1,0,3,0,0,970'
4621,Hakan Yakin,47,17,17,5,1,0,3.857'
4622,Stepan Vachousek,36,13,5,6,0,0,2.865'
4623,Fábio Rochemback,30,1,1,4,0,1,1.251'
4624,Zisis Vryzas,37,6,1,5,0,0,2.413'
4625,Zied Jaziri,None,None,None,None,None,None,None
4626,Zisis Vryzas,37,6,1,5,0,0,2.413'
4627,Carlos Alberto,3,1,0,1,0,0,270'
4628,Hakan Yakin,47,17,17,5,1,0,3.857'
4629,Osmar Ferreyra,4,0,0,0,0,0,276'
4630,Ianis Zicu,None,None,None,None,None,None,None
4631,Mario Frick,32,6,0,0,0,0,1.813'
4632,Sixto Peralta,None,None,None,None,None,None,None
4633,Marcelo Delgado,13,9,2,0,0,0,1.121'
4634,Mbulelo Mabizela,None,None,None,None,None,None,None
4635,Tobias Rau,29,0,1,5,0,0,2.255'
4636,Silas,35,9,4,6,0,0,2.949'
4637,Henri Camara,35,15,0,1,0,0,2.761'
4638,Maik Taylor,25,0,0,0,1,27,2.136'
4639,Amdy Fayé,52,2,0,10,0,0,4.431'
4640,Neil McCann,1,0,0,0,0,0,30'
4641,Léo Lima,None,None,None,None,None,None,None
4642,Adolfo Bautista,None,None,None,None,None,None,None
4643,Lorenzo Amoruso,1,0,0,0,0,0,120'
4644,Jason Roberts,33,3,0,5,0,0,2.771'
4645,Srdjan Stanic,11,1,1,2,0,0,666'
4646,Emanuel Centurión,None,None,None,None,None,None,None
4647,Jean Carlos,None,None,None,None,None,None,None
4648,Bobby Zamora,36,14,1,8,0,0,3.111'
4649,Jody Craddock,26,1,0,2,0,0,2.340'
4650,Óscar Córdoba,41,0,4,0,0,27,3.690'
4651,Emile Mpenza,28,8,3,3,0,0,1.877'
4652,John Carew,46,13,3,1,0,1,3.108'
4653,Yaya Touré,31,3,1,7,0,0,2.765'
4654,Evgeni Aldonin,30,2,0,4,0,0,2.730'
4655,Maris Verpakovskis,30,22,0,1,0,1,2.427'
4656,Kléber,5,6,0,2,0,0,448'
4657,Nolberto Solano,45,8,9,1,0,0,3.295'
4658,Nicola Pozzi,2,0,0,0,0,0,24'
4659,Guillermo Pereyra,12,0,0,2,0,1,745'
4660,Savo Milosevic,34,12,1,1,0,0,2.260'
4661,Marcelinho Carioca,None,None,None,None,None,None,None
4662,Gabriel Tamas,1,0,0,0,0,0,70'
4663,Ricardinho,3,0,0,0,0,0,270'
4664,Luca Antonini,19,1,0,2,0,0,999'
4665,Alessandro Budel,39,0,0,5,1,1,2.700'
4666,Sebastián Rozental,25,2,3,0,0,0,1.072'
4667,Giorgio Corona,None,None,None,None,None,None,None
4668,Simone Padoin,None,None,None,None,None,None,None
4669,Jon Stead,42,6,0,8,0,0,2.551'
4670,Hamit Altintop,33,7,0,9,0,0,2.950'
4671,Moumouni Dagano,39,15,3,3,0,0,2.832'
4672,Valdo,14,1,1,4,0,0,957'
4673,Emiliano Moretti,24,0,0,2,0,0,1.460'
4674,Goran Sablic,7,0,0,0,0,0,481'
4675,Cata Díaz,None,None,None,None,None,None,None
4676,Vratislav Gresko,18,0,0,5,0,0,1.487'
4677,James McFadden,None,None,None,None,None,None,None
4678,Florin Bratu,2,0,0,0,0,0,139'
4679,Salvador Carmona,None,None,None,None,None,None,None
4680,Álvaro Santos,4,0,0,0,0,0,360'
4681,Laurent Batlles,35,4,3,9,1,0,2.800'
4682,Hakan Yakin,47,17,17,5,1,0,3.857'
4683,Hakan Yakin,47,17,17,5,1,0,3.857'
4684,Rudi Skacel,36,9,4,4,0,0,2.937'
4685,Ian Pearce,33,2,0,2,0,1,2.586'
4686,Martin Taylor,41,2,0,1,0,0,3.411'
4687,Moisés Moura,28,1,0,7,1,0,2.467'
4688,Pablo Guiñazú,None,None,None,None,None,None,None
4689,Vaclav Sverkos,26,14,3,5,0,0,1.904'
4690,Cyril Domoraud,33,3,0,6,0,0,2.928'
4691,Paul Bosvelt,42,3,7,7,0,1,3.726'
4692,Cédric Barbosa,34,4,0,10,0,0,2.828'
4693,Selcuk Sahin,33,5,2,5,0,0,2.970'
4694,César Prates,25,0,3,4,0,0,1.604'
4695,Hossam Ghaly,17,0,2,1,0,0,1.307'
4696,Tore André Flo,29,4,0,0,0,0,1.995'
4697,Geoff Horsfield,33,5,0,1,0,2,1.693'
4698,Tolga Seyhan,35,5,0,7,1,0,3.135'
4699,Paul Kpaka,34,24,0,3,0,2,2.971'
4700,Lee Martin,None,None,None,None,None,None,None
4701,Geoff Horsfield,33,5,0,1,0,2,1.693'
4702,Maciel,35,12,5,4,1,0,2.921'
4703,Claudiu Raducanu,None,None,None,None,None,None,None
4704,Mehmet Yozgatli,29,1,3,3,0,0,1.767'
4705,Matías Vuoso,0,0,0,0,0,0,0
4706,Sergey Kornilenko,34,18,6,3,0,0,2.110'
4707,Denis Kolodin,24,2,0,5,1,1,2.034'
4708,Alejandro Domínguez,6,0,0,0,0,0,195'
4709,Fábio Júnior,5,0,0,0,0,0,246'
4710,Luis Amaranto Perea,9,0,0,2,0,0,793'
4711,César Delgado,None,None,None,None,None,None,None
4712,Giuseppe Ticli,None,None,None,None,None,None,None
4713,Jay Bothroyd,36,9,0,5,0,0,2.277'
4714,Okan Koc,30,4,4,3,0,0,2.137'
4715,Marlon King,12,7,0,2,0,0,936'
4716,Josip Skoko,41,1,7,7,0,0,3.697'
4717,Afonso Alves,None,None,None,None,None,None,None
4718,Matías Delgado,None,None,None,None,None,None,None
4719,Andrezinho,2,0,0,0,0,0,103'
4720,Dorin Goian,None,None,None,None,None,None,None
4721,Matt Holland,52,7,0,3,0,0,4.634'
4722,Kevin Kilbane,31,1,1,7,0,0,2.733'
4723,Rob Hulse,39,23,0,6,0,0,3.215'
4724,Richard Dostalek,37,9,9,4,0,0,3.320'
4725,Darren Huckerby,28,7,0,3,0,0,1.425'
4726,Niclas Jensen,36,1,0,5,1,0,3.124'
4727,Servet Cetin,39,2,2,8,0,0,3.498'
4728,Elpídio Silva,41,15,3,13,0,0,3.166'
4729,Darijo Srna,2,0,0,1,0,0,172'
4730,Fernando,2,0,0,0,0,0,180'
4731,Alan Lee,44,16,0,14,0,0,3.549'
4732,Chidi Odiah,4,0,0,1,0,0,360'
4733,Jonathan Blondel,1,0,0,0,0,0,10'
4734,Dário,29,11,7,2,0,1,2.324'
4735,Marcinho Guerreiro,2,0,0,1,0,0,180'
4736,Giuseppe Biava,37,3,0,8,0,1,3.255'
4737,Duccio Innocenti,40,0,0,10,0,0,3.504'
4738,Bernt Haas,35,1,2,5,0,0,3.094'
4739,Antoine Sibierski,47,12,2,5,0,0,3.705'
4740,Habib Bèye,27,1,0,6,0,0,2.422'
4741,Davide Succi,31,11,5,2,0,0,2.069'
4742,Björn Schlicke,34,2,0,7,0,0,2.950'
4743,Dirk Kuyt,38,21,7,2,0,0,3.402'
4744,Domenico Morfeo,27,2,1,7,0,1,1.715'
4745,Mohamed Sissoko,None,None,None,None,None,None,None
4746,Pierre van Hooijdonk,38,30,6,3,0,1,3.242'
4747,Arouna Koné,34,11,5,0,0,0,2.601'
4748,Nuno Capucho,38,5,5,1,0,0,2.272'
4749,Bogdan Vintila,5,0,0,0,0,6,450'
4750,Rio Ferdinand,40,0,1,1,0,0,3.579'
4751,Ronaldo,16,7,3,0,0,0,859'
4752,Hernán Crespo,33,20,0,1,0,0,2.678'
4753,Fabio Cannavaro,45,1,0,11,1,1,3.983'
4754,Clarence Seedorf,32,4,3,5,0,0,2.090'
4755,Francesco Coco,34,0,2,6,0,0,2.398'
4756,Matías Almeyda,27,0,0,9,0,1,2.081'
4757,Manuele Blasi,30,0,0,5,2,0,2.223'
4758,Nicolas Anelka,42,10,3,2,0,0,2.909'
4759,El-Hadji Diouf,28,10,5,11,0,0,2.383'
4760,Albert Luque,46,15,1,4,0,0,3.693'
4761,Adriano,29,7,1,2,0,0,1.881'
4762,Jonathan Woodgate,14,0,0,2,0,0,1.046'
4763,Javi Moreno,27,9,2,3,0,0,1.105'
4764,Jorge Andrade,48,3,2,6,0,1,4.255'
4765,Hugo Viana,30,1,2,3,0,0,1.895'
4766,Alberto Gilardino,19,3,0,2,0,0,953'
4767,Tore André Flo,11,4,0,0,0,0,804'
4768,Martin Laursen,37,2,0,5,0,0,2.775'
4769,André Luiz,26,4,2,4,0,0,2.110'
4770,Roberto Acuña,31,6,1,6,0,0,2.552'
4771,Robbie Keane,33,9,0,3,0,0,2.281'
4772,Juan Román Riquelme,6,0,0,1,0,0,390'
4773,Adrian Mutu,34,12,2,9,0,0,2.927'
4774,Christian Panucci,44,4,3,5,0,0,3.824'
4775,Robbie Fowler,39,16,2,3,0,0,2.792'
4776,Zé Roberto,50,5,24,9,0,0,4.345'
4777,Sebastian Deisler,16,4,2,4,0,0,1.150'
4778,Lee Hughes,39,14,0,3,2,0,3.090'
4779,Jean-Claude Darcheville,41,24,0,6,0,1,3.421'
4780,França,None,None,None,None,None,None,None
4781,Torsten Frings,36,6,9,9,0,0,3.251'
4782,Mauro Camoranesi,30,3,2,7,0,0,2.151'
4783,Mikel Arteta,42,4,3,10,0,0,3.407'
4784,Ricardinho,None,None,None,None,None,None,None
4785,Salif Diao,26,0,1,9,1,0,2.118'
4786,Matías Vuoso,None,None,None,None,None,None,None
4787,Fabrizio Miccoli,38,18,1,9,0,0,3.097'
4788,Christian Poulsen,7,0,0,1,0,1,584'
4789,Mark Bresciano,36,10,1,9,0,0,3.006'
4790,George Boateng,48,1,0,7,0,0,4.236'
4791,Juninho Paulista,5,2,0,1,0,0,450'
4792,Titus Bramble,23,1,0,3,0,0,1.941'
4793,Jan Simak,30,19,4,5,0,1,2.422'
4794,Bruno Cheyrou,38,15,2,1,0,0,2.740'
4795,Émerson,21,0,0,3,0,0,946'
4796,Ariel Ortega,6,1,0,1,0,0,288'
4797,Clinton Morrison,48,22,0,3,0,0,4.303'
4798,Frank Rost,38,1,0,0,0,49,3.450'
4799,Michael Ballack,50,23,12,15,1,0,4.395'
4800,Sylvain Distin,40,0,1,7,0,0,3.004'
4801,Maxi Rodríguez,None,None,None,None,None,None,None
4802,Richard Wright,22,0,0,0,0,26,1.929'
4803,Ariza Makukula,4,2,0,2,0,0,358'
